Monsterid,Damage,Health,GoldValue,DiaValue,Reward1,Reward1Value,Asset
31798,2712,332064924721544,64584680,-1,-1,-1,SkeletonWithShield
31799,2713,332064961166842,64656580,-1,-1,-1,SkeletonWithShield
31800,2715,332064997612142,64728520,180500,-1,-1,SkeletonWithShield
31801,2716,332065034057445,64800500,-1,-1,-1,MageSkeleton-RustyShield
31802,2718,338982163654846,64872520,-1,-1,-1,MageSkeleton-RustyShield
31803,2719,338982200477783,64944580,-1,-1,-1,MageSkeleton-RustyShield
31804,2721,338982237300723,65016680,-1,-1,-1,MageSkeleton-RustyShield
31805,2722,338982274123664,65088820,181000,-1,-1,MageSkeleton-RustyShield
31806,2724,338982310946608,65161000,-1,-1,-1,MageSkeleton-RustyShield
31807,2725,338982347769554,65233220,-1,-1,-1,MageSkeleton-RustyShield
31808,2727,338982384592501,65305480,-1,-1,-1,MageSkeleton-RustyShield
31809,2728,346014313692276,65377780,-1,-1,-1,MageSkeleton-RustyShield
31810,2730,346014350895197,65450120,181500,-1,-1,MageSkeleton-RustyShield
31811,2731,346014388098120,65522500,-1,-1,-1,MageSkeleton-RustyShield
31812,2733,346014425301045,65594920,-1,-1,-1,MageSkeleton-RustyShield
31813,2734,346014462503972,65667380,-1,-1,-1,MageSkeleton-RustyShield
31814,2736,346014499706901,65739880,-1,-1,-1,MageSkeleton-RustyShield
31815,2737,346014536909832,65812420,182000,-1,-1,MageSkeleton-RustyShield
31816,2739,353162688575829,65885000,-1,-1,-1,MageSkeleton-RustyShield
31817,2740,353162726161077,65957620,-1,-1,-1,MageSkeleton-RustyShield
31818,2742,353162763746326,66030280,-1,-1,-1,MageSkeleton-RustyShield
31819,2743,353162801331578,66102980,-1,-1,-1,MageSkeleton-RustyShield
31820,2745,353162838916831,66175720,182500,-1,-1,MageSkeleton-RustyShield
31821,2746,353162876502087,66248500,-1,-1,-1,MageSkeleton-RustyShield
31822,2748,353162914087344,66321320,-1,-1,-1,MageSkeleton-RustyShield
31823,2749,360428723095502,66394180,-1,-1,-1,MageSkeleton-RustyShield
31824,2751,360428761065424,66467080,-1,-1,-1,MageSkeleton-RustyShield
31825,2752,360428799035348,66540020,183000,-1,-1,MageSkeleton-RustyShield
31826,2754,360428837005273,66613000,-1,-1,-1,Assassin
31827,2755,360428874975201,66686020,-1,-1,-1,Assassin
31828,2757,360428912945131,66759080,-1,-1,-1,Assassin
31829,2758,360428950915063,66832180,-1,-1,-1,Assassin
31830,2760,367813863801409,66905320,183500,-1,-1,Assassin
31831,2761,367813902158358,66978500,-1,-1,-1,Assassin
31832,2763,367813940515309,67051720,-1,-1,-1,Assassin
31833,2764,367813978872262,67124980,-1,-1,-1,Assassin
31834,2766,367814017229216,67198280,-1,-1,-1,Assassin
31835,2767,367814055586173,67271620,184000,-1,-1,Assassin
31836,2769,367814093943132,67345000,-1,-1,-1,Assassin
31837,2770,375319569051777,67418420,-1,-1,-1,Assassin
31838,2772,375319607798110,67491880,-1,-1,-1,Assassin
31839,2773,375319646544445,67565380,-1,-1,-1,Assassin
31840,2775,375319685290783,67638920,184500,-1,-1,Assassin
31841,2776,375319724037122,67712500,-1,-1,-1,Assassin
31842,2778,375319762783464,67786120,-1,-1,-1,Assassin
31843,2779,375319801529807,67859780,-1,-1,-1,Assassin
31844,2781,382947309060949,67933480,-1,-1,-1,Assassin
31845,2782,382947348199029,68007220,185000,-1,-1,Assassin
31846,2784,382947387337111,68081000,-1,-1,-1,Assassin
31847,2785,382947426475196,68154820,-1,-1,-1,Assassin
31848,2787,382947465613282,68228680,-1,-1,-1,Assassin
31849,2788,382947504751370,68302580,-1,-1,-1,Assassin
31850,2790,382947543889460,68376520,185500,-1,-1,Assassin
31851,2791,390698565947390,68450500,-1,-1,-1,BigWorm1
31852,2793,390698605479584,68524520,-1,-1,-1,BigWorm1
31853,2794,390698645011779,68598580,-1,-1,-1,BigWorm1
31854,2796,390698684543977,68672680,-1,-1,-1,BigWorm1
31855,2797,390698724076177,68746820,186000,-1,-1,BigWorm1
31856,2799,390698763608379,68821000,-1,-1,-1,BigWorm1
31857,2800,390698803140582,68895220,-1,-1,-1,BigWorm1
31858,2802,398574833781673,68969480,-1,-1,-1,BigWorm1
31859,2803,398574873710352,69043780,-1,-1,-1,BigWorm1
31860,2805,398574913639033,69118120,186500,-1,-1,BigWorm1
31861,2806,398574953567716,69192500,-1,-1,-1,BigWorm1
31862,2808,398574993496401,69266920,-1,-1,-1,BigWorm1
31863,2809,398575033425088,69341380,-1,-1,-1,BigWorm1
31864,2811,398575073353777,69415880,-1,-1,-1,BigWorm1
31865,2812,406577618634491,69490420,187000,-1,-1,BigWorm1
31866,2814,406577658962032,69565000,-1,-1,-1,BigWorm1
31867,2815,406577699289575,69639620,-1,-1,-1,BigWorm1
31868,2817,406577739617120,69714280,-1,-1,-1,BigWorm1
31869,2818,406577779944667,69788980,-1,-1,-1,BigWorm1
31870,2820,406577820272216,69863720,187500,-1,-1,BigWorm1
31871,2821,406577860599767,69938500,-1,-1,-1,BigWorm1
31872,2823,414708438624648,70013320,-1,-1,-1,BigWorm1
31873,2824,414708479353432,70088180,-1,-1,-1,BigWorm1
31874,2826,414708520082218,70163080,-1,-1,-1,BigWorm1
31875,2827,414708560811006,70238020,188000,-1,-1,BigWorm1
31876,2829,414708601539796,70313000,-1,-1,-1,Spider2
31877,2830,414708642268588,70388020,-1,-1,-1,Spider2
31878,2832,414708682997381,70463080,-1,-1,-1,Spider2
31879,2833,422968823967063,70538180,-1,-1,-1,Spider2
31880,2835,422968865099476,70613320,188500,-1,-1,Spider2
31881,2836,422968906231891,70688500,-1,-1,-1,Spider2
31882,2838,422968947364307,70763720,-1,-1,-1,Spider2
31883,2839,422968988496726,70838980,-1,-1,-1,Spider2
31884,2841,422969029629147,70914280,-1,-1,-1,Spider2
31885,2842,422969070761570,70989620,189000,-1,-1,Spider2
31886,2844,431360317020773,71065000,-1,-1,-1,Spider2
31887,2845,431360358559205,71140420,-1,-1,-1,Spider2
31888,2847,431360400097640,71215880,-1,-1,-1,Spider2
31889,2848,431360441636076,71291380,-1,-1,-1,Spider2
31890,2850,431360483174514,71366920,189500,-1,-1,Spider2
31891,2851,431360524712954,71442500,-1,-1,-1,Spider2
31892,2853,431360566251397,71518120,-1,-1,-1,Spider2
31893,2854,439884472336929,71593780,-1,-1,-1,Spider2
31894,2856,439884514283776,71669480,-1,-1,-1,Spider2
31895,2857,439884556230625,71745220,190000,-1,-1,Spider2
31896,2859,439884598177476,71821000,-1,-1,-1,Spider2
31897,2860,439884640124329,71896820,-1,-1,-1,Spider2
31898,2862,439884682071184,71972680,-1,-1,-1,Spider2
31899,2863,439884724018041,72048580,-1,-1,-1,Spider2
31900,2865,448542856706792,72124520,190500,-1,-1,Spider2
31901,2866,448542899064453,72200500,-1,-1,-1,Skeleton2
31902,2868,448542941422117,72276520,-1,-1,-1,Skeleton2
31903,2869,448542983779783,72352580,-1,-1,-1,Skeleton2
31904,2871,448543026137451,72428680,-1,-1,-1,Skeleton2
31905,2872,448543068495121,72504820,191000,-1,-1,Skeleton2
31906,2874,448543110852792,72581000,-1,-1,-1,Skeleton2
31907,2875,457337049209738,72657220,-1,-1,-1,Skeleton2
31908,2877,457337091980619,72733480,-1,-1,-1,Skeleton2
31909,2878,457337134751502,72809780,-1,-1,-1,Skeleton2
31910,2880,457337177522388,72886120,191500,-1,-1,Skeleton2
31911,2881,457337220293275,72962500,-1,-1,-1,Skeleton2
31912,2883,457337263064164,73038920,-1,-1,-1,Skeleton2
31913,2884,457337305835055,73115380,-1,-1,-1,Skeleton2
31914,2886,466268641261260,73191880,-1,-1,-1,Skeleton2
31915,2887,466268684447770,73268420,192000,-1,-1,Skeleton2
31916,2889,466268727634282,73345000,-1,-1,-1,Skeleton2
31917,2890,466268770820796,73421620,-1,-1,-1,Skeleton2
31918,2892,466268814007313,73498280,-1,-1,-1,Skeleton2
31919,2893,466268857193831,73574980,-1,-1,-1,Skeleton2
31920,2895,466268900380351,73651720,192500,-1,-1,Skeleton2
31921,2896,475339236660963,73728500,-1,-1,-1,Skeleton2
31922,2898,475339280265516,73805320,-1,-1,-1,Skeleton2
31923,2899,475339323870070,73882180,-1,-1,-1,Skeleton2
31924,2901,475339367474627,73959080,-1,-1,-1,Skeleton2
31925,2902,475339411079186,74036020,193000,-1,-1,Skeleton2
31926,2904,475339454683747,74113000,-1,-1,-1,Spider1
31927,2905,475339498288310,74190020,-1,-1,-1,Spider1
31928,2907,484550451640563,74267080,-1,-1,-1,Spider1
31929,2908,484550495665577,74344180,-1,-1,-1,Spider1
31930,2910,484550539690593,74421320,193500,-1,-1,Spider1
31931,2911,484550583715612,74498500,-1,-1,-1,Spider1
31932,2913,484550627740632,74575720,-1,-1,-1,Spider1
31933,2914,484550671765655,74652980,-1,-1,-1,Spider1
31934,2916,484550715790679,74730280,-1,-1,-1,Spider1
31935,2917,493903914911888,74807620,194000,-1,-1,Spider1
31936,2919,493903959359787,74885000,-1,-1,-1,Spider1
31937,2920,493904003807689,74962420,-1,-1,-1,Spider1
31938,2922,493904048255592,75039880,-1,-1,-1,Spider1
31939,2923,493904092703497,75117380,-1,-1,-1,Spider1
31940,2925,493904137151404,75194920,194500,-1,-1,Spider1
31941,2926,493904181599314,75272500,-1,-1,-1,Spider1
31942,2928,503401267714886,75350120,-1,-1,-1,Spider1
31943,2929,503401312588098,75427780,-1,-1,-1,Spider1
31944,2931,503401357461312,75505480,-1,-1,-1,Spider1
31945,2932,503401402334528,75583220,195000,-1,-1,Spider1
31946,2934,503401447207746,75661000,-1,-1,-1,Spider1
31947,2935,503401492080966,75738820,-1,-1,-1,Spider1
31948,2937,503401536954188,75816680,-1,-1,-1,Spider1
31949,2938,513044163865607,75894580,-1,-1,-1,Spider1
31950,2940,513044209166564,75972520,195500,-1,-1,Spider1
31951,2941,513044254467524,76050500,-1,-1,-1,Skeleton1
31952,2943,513044299768485,76128520,-1,-1,-1,Skeleton1
31953,2944,513044345069449,76206580,-1,-1,-1,Skeleton1
31954,2946,513044390370414,76284680,-1,-1,-1,Skeleton1
31955,2947,513044435671382,76362820,196000,-1,-1,Skeleton1
31956,2949,522834269804224,76441000,-1,-1,-1,Skeleton1
31957,2950,522834315535364,76519220,-1,-1,-1,Skeleton1
31958,2952,522834361266506,76597480,-1,-1,-1,Skeleton1
31959,2953,522834406997650,76675780,-1,-1,-1,Skeleton1
31960,2955,522834452728796,76754120,196500,-1,-1,Skeleton1
31961,2956,522834498459944,76832500,-1,-1,-1,Skeleton1
31962,2958,522834544191094,76910920,-1,-1,-1,Skeleton1
31963,2959,532773264643015,76989380,-1,-1,-1,Skeleton1
31964,2961,532773310806779,77067880,-1,-1,-1,Skeleton1
31965,2962,532773356970546,77146420,197000,-1,-1,Skeleton1
31966,2964,532773403134314,77225000,-1,-1,-1,Skeleton1
31967,2965,532773449298085,77303620,-1,-1,-1,Skeleton1
31968,2967,532773495461857,77382280,-1,-1,-1,Skeleton1
31969,2968,532773541625632,77460980,-1,-1,-1,Skeleton1
31970,2970,542862840214372,77539720,197500,-1,-1,Skeleton1
31971,2971,542862886813207,77618500,-1,-1,-1,Skeleton1
31972,2973,542862933412045,77697320,-1,-1,-1,Skeleton1
31973,2974,542862980010884,77776180,-1,-1,-1,Skeleton1
31974,2976,542863026609725,77855080,-1,-1,-1,Skeleton1
31975,2977,542863073208569,77934020,198000,-1,-1,Skeleton1
31976,2979,542863119807414,78013000,-1,-1,-1,Assassin
31977,2980,553104701118797,78092020,-1,-1,-1,Assassin
31978,2982,553104748155155,78171080,-1,-1,-1,Assassin
31979,2983,553104795191514,78250180,-1,-1,-1,Assassin
31980,2985,553104842227875,78329320,198500,-1,-1,Assassin
31981,2986,553104889264238,78408500,-1,-1,-1,Assassin
31982,2988,553104936300603,78487720,-1,-1,-1,Assassin
31983,2989,553104983336971,78566980,-1,-1,-1,Assassin
31984,2991,563500564772910,78646280,-1,-1,-1,Assassin
31985,2992,563500612249244,78725620,199000,-1,-1,Assassin
31986,2994,563500659725581,78805000,-1,-1,-1,Assassin
31987,2995,563500707201920,78884420,-1,-1,-1,Assassin
31988,2997,563500754678260,78963880,-1,-1,-1,Assassin
31989,2998,563500802154603,79043380,-1,-1,-1,Assassin
31990,3000,563500849630948,79122920,199500,-1,-1,Assassin
31991,3001,574052161457433,79202500,-1,-1,-1,Assassin
31992,3003,574052209376205,79282120,-1,-1,-1,Assassin
31993,3004,574052257294979,79361780,-1,-1,-1,Assassin
31994,3006,574052305213756,79441480,-1,-1,-1,Assassin
31995,3007,574052353132534,79521220,200000,-1,-1,Assassin
31996,3009,574052401051314,79601000,-1,-1,-1,Assassin
31997,3010,574052448970097,79680820,-1,-1,-1,Assassin
31998,3012,584761234365204,79760680,-1,-1,-1,Assassin
31999,3013,584761282728879,79840580,-1,-1,-1,Assassin
32000,3015,584761331092555,79920520,200500,-1,-1,Assassin
32001,3016,584761379456234,80000500,-1,-1,-1,Skeleton
32002,3018,584761427819915,80080520,-1,-1,-1,Skeleton
32003,3019,584761476183597,80160580,-1,-1,-1,Skeleton
32004,3021,584761524547282,80240680,-1,-1,-1,Skeleton
32005,3022,595629539649171,80320820,201000,-1,-1,Skeleton
32006,3024,595629588460218,80401000,-1,-1,-1,Skeleton
32007,3025,595629637271266,80481220,-1,-1,-1,Skeleton
32008,3027,595629686082317,80561480,-1,-1,-1,Skeleton
32009,3028,595629734893369,80641780,-1,-1,-1,Skeleton
32010,3030,595629783704424,80722120,201500,-1,-1,Skeleton
32011,3031,595629832515480,80802500,-1,-1,-1,Skeleton
32012,3033,606658846470395,80882920,-1,-1,-1,Skeleton
32013,3034,606658895731287,80963380,-1,-1,-1,Skeleton
32014,3036,606658944992181,81043880,-1,-1,-1,Skeleton
32015,3037,606658994253077,81124420,202000,-1,-1,Skeleton
32016,3039,606659043513975,81205000,-1,-1,-1,Skeleton
32017,3040,606659092774875,81285620,-1,-1,-1,Skeleton
32018,3042,606659142035777,81366280,-1,-1,-1,Skeleton
32019,3043,617850937046047,81446980,-1,-1,-1,Skeleton
32020,3045,617850986759263,81527720,202500,-1,-1,Skeleton
32021,3046,617851036472481,81608500,-1,-1,-1,Skeleton
32022,3048,617851086185701,81689320,-1,-1,-1,Skeleton
32023,3049,617851135898923,81770180,-1,-1,-1,Skeleton
32024,3051,617851185612147,81851080,-1,-1,-1,Skeleton
32025,3052,617851235325373,81932020,203000,-1,-1,Skeleton
32026,3054,629207606697404,82013000,-1,-1,-1,Skeleton2
32027,3055,629207656865427,82094020,-1,-1,-1,Skeleton2
32028,3057,629207707033452,82175080,-1,-1,-1,Skeleton2
32029,3058,629207757201479,82256180,-1,-1,-1,Skeleton2
32030,3060,629207807369508,82337320,203500,-1,-1,Skeleton2
32031,3061,629207857537539,82418500,-1,-1,-1,Skeleton2
32032,3063,629207907705571,82499720,-1,-1,-1,Skeleton2
32033,3064,640730663897855,82580980,-1,-1,-1,Skeleton2
32034,3066,640730714523172,82662280,-1,-1,-1,Skeleton2
32035,3067,640730765148492,82743620,204000,-1,-1,Skeleton2
32036,3069,640730815773813,82825000,-1,-1,-1,Skeleton2
32037,3070,640730866399136,82906420,-1,-1,-1,Skeleton2
32038,3072,640730917024462,82987880,-1,-1,-1,Skeleton2
32039,3073,640730967649789,83069380,-1,-1,-1,Skeleton2
32040,3075,652421930320904,83150920,204500,-1,-1,Skeleton2
32041,3076,652421981406008,83232500,-1,-1,-1,Skeleton2
32042,3078,652422032491114,83314120,-1,-1,-1,Skeleton2
32043,3079,652422083576221,83395780,-1,-1,-1,Skeleton2
32044,3081,652422134661331,83477480,-1,-1,-1,Skeleton2
32045,3082,652422185746443,83559220,205000,-1,-1,Skeleton2
32046,3084,652422236831556,83641000,-1,-1,-1,Skeleton2
32047,3085,664283240888157,83722820,-1,-1,-1,Skeleton2
32048,3087,664283292435543,83804680,-1,-1,-1,Skeleton2
32049,3088,664283343982932,83886580,-1,-1,-1,Skeleton2
32050,3090,664283395530323,83968520,205500,-1,-1,Skeleton2
32051,3091,664283447077715,84050500,-1,-1,-1,MageSkeletonWithShield
32052,3093,664283498625110,84132520,-1,-1,-1,MageSkeletonWithShield
32053,3094,664283550172506,84214580,-1,-1,-1,MageSkeletonWithShield
32054,3096,676316443817333,84296680,-1,-1,-1,MageSkeletonWithShield
32055,3097,676316495829504,84378820,206000,-1,-1,MageSkeletonWithShield
32056,3099,676316547841676,84461000,-1,-1,-1,MageSkeletonWithShield
32057,3100,676316599853851,84543220,-1,-1,-1,MageSkeletonWithShield
32058,3102,676316651866027,84625480,-1,-1,-1,MageSkeletonWithShield
32059,3103,676316703878206,84707780,-1,-1,-1,MageSkeletonWithShield
32060,3105,676316755890386,84790120,206500,-1,-1,MageSkeletonWithShield
32061,3106,688523400670266,84872500,-1,-1,-1,MageSkeletonWithShield
32062,3108,688523453149726,84954920,-1,-1,-1,MageSkeletonWithShield
32063,3109,688523505629187,85037380,-1,-1,-1,MageSkeletonWithShield
32064,3111,688523558108651,85119880,-1,-1,-1,MageSkeletonWithShield
32065,3112,688523610588117,85202420,207000,-1,-1,MageSkeletonWithShield
32066,3114,688523663067585,85285000,-1,-1,-1,MageSkeletonWithShield
32067,3115,688523715547055,85367620,-1,-1,-1,MageSkeletonWithShield
32068,3117,700905986400886,85450280,-1,-1,-1,MageSkeletonWithShield
32069,3118,700906039350145,85532980,-1,-1,-1,MageSkeletonWithShield
32070,3120,700906092299406,85615720,207500,-1,-1,MageSkeletonWithShield
32071,3121,700906145248669,85698500,-1,-1,-1,MageSkeletonWithShield
32072,3123,700906198197935,85781320,-1,-1,-1,MageSkeletonWithShield
32073,3124,700906251147202,85864180,-1,-1,-1,MageSkeletonWithShield
32074,3126,700906304096471,85947080,-1,-1,-1,MageSkeletonWithShield
32075,3127,713466089403248,86030020,208000,-1,-1,MageSkeletonWithShield
32076,3129,713466142824821,86113000,-1,-1,-1,SkeletonWithShield
32077,3130,713466196246396,86196020,-1,-1,-1,SkeletonWithShield
32078,3132,713466249667973,86279080,-1,-1,-1,SkeletonWithShield
32079,3133,713466303089552,86362180,-1,-1,-1,SkeletonWithShield
32080,3135,713466356511133,86445320,208500,-1,-1,SkeletonWithShield
32081,3136,713466409932716,86528500,-1,-1,-1,SkeletonWithShield
32082,3138,726205611559499,86611720,-1,-1,-1,SkeletonWithShield
32083,3139,726205665455905,86694980,-1,-1,-1,SkeletonWithShield
32084,3141,726205719352313,86778280,-1,-1,-1,SkeletonWithShield
32085,3142,726205773248722,86861620,209000,-1,-1,SkeletonWithShield
32086,3144,726205827145134,86945000,-1,-1,-1,SkeletonWithShield
32087,3145,726205881041548,87028420,-1,-1,-1,SkeletonWithShield
32088,3147,726205934937964,87111880,-1,-1,-1,SkeletonWithShield
32089,3148,739126468287904,87195380,-1,-1,-1,SkeletonWithShield
32090,3150,739126522661666,87278920,209500,-1,-1,SkeletonWithShield
32091,3151,739126577035430,87362500,-1,-1,-1,SkeletonWithShield
32092,3153,739126631409195,87446120,-1,-1,-1,SkeletonWithShield
32093,3154,739126685782963,87529780,-1,-1,-1,SkeletonWithShield
32094,3156,739126740156733,87613480,-1,-1,-1,SkeletonWithShield
32095,3157,739126794530505,87697220,210000,-1,-1,SkeletonWithShield
32096,3159,752230588590840,87781000,-1,-1,-1,SkeletonWithShield
32097,3160,752230643444486,87864820,-1,-1,-1,SkeletonWithShield
32098,3162,752230698298134,87948680,-1,-1,-1,SkeletonWithShield
32099,3163,752230753151784,88032580,-1,-1,-1,SkeletonWithShield
32100,3165,752230808005436,88116520,210500,-1,-1,SkeletonWithShield
32101,3166,752230862859090,88200500,-1,-1,-1,Spider2
32102,3168,752230917712745,88284520,-1,-1,-1,Spider2
32103,3169,765519915102779,88368580,-1,-1,-1,Spider2
32104,3171,765519970438841,88452680,-1,-1,-1,Spider2
32105,3172,765520025774905,88536820,211000,-1,-1,Spider2
32106,3174,765520081110972,88621000,-1,-1,-1,Spider2
32107,3175,765520136447040,88705220,-1,-1,-1,Spider2
32108,3177,765520191783110,88789480,-1,-1,-1,Spider2
32109,3178,765520247119182,88873780,-1,-1,-1,Spider2
32110,3180,778996404138319,88958120,211500,-1,-1,Spider2
32111,3181,778996459959334,89042500,-1,-1,-1,Spider2
32112,3183,778996515780351,89126920,-1,-1,-1,Spider2
32113,3184,778996571601370,89211380,-1,-1,-1,Spider2
32114,3186,778996627422392,89295880,-1,-1,-1,Spider2
32115,3187,778996683243415,89380420,212000,-1,-1,Spider2
32116,3189,778996739064440,89465000,-1,-1,-1,Spider2
32117,3190,792662025740151,89549620,-1,-1,-1,Spider2
32118,3192,792662082048660,89634280,-1,-1,-1,Spider2
32119,3193,792662138357171,89718980,-1,-1,-1,Spider2
32120,3195,792662194665685,89803720,212500,-1,-1,Spider2
32121,3196,792662250974200,89888500,-1,-1,-1,Spider2
32122,3198,792662307282717,89973320,-1,-1,-1,Spider2
32123,3199,792662363591236,90058180,-1,-1,-1,Spider2
32124,3201,806518763727075,90143080,-1,-1,-1,Spider2
32125,3202,806518820525624,90228020,213000,-1,-1,Spider2
32126,3204,806518877324175,90313000,-1,-1,-1,BigWorm2
32127,3205,806518934122728,90398020,-1,-1,-1,BigWorm2
32128,3207,806518990921283,90483080,-1,-1,-1,BigWorm2
32129,3208,806519047719840,90568180,-1,-1,-1,BigWorm2
32130,3210,806519104518399,90653320,213500,-1,-1,BigWorm2
32131,3211,820568615742008,90738500,-1,-1,-1,BigWorm2
32132,3213,820568673033146,90823720,-1,-1,-1,BigWorm2
32133,3214,820568730324287,90908980,-1,-1,-1,BigWorm2
32134,3216,820568787615430,90994280,-1,-1,-1,BigWorm2
32135,3217,820568844906574,91079620,214000,-1,-1,BigWorm2
32136,3219,820568902197721,91165000,-1,-1,-1,BigWorm2
32137,3220,820568959488870,91250420,-1,-1,-1,BigWorm2
32138,3222,834813593299970,91335880,-1,-1,-1,BigWorm2
32139,3223,834813651086253,91421380,-1,-1,-1,BigWorm2
32140,3225,834813708872538,91506920,214500,-1,-1,BigWorm2
32141,3226,834813766658825,91592500,-1,-1,-1,BigWorm2
32142,3228,834813824445114,91678120,-1,-1,-1,BigWorm2
32143,3229,834813882231405,91763780,-1,-1,-1,BigWorm2
32144,3231,834813940017698,91849480,-1,-1,-1,BigWorm2
32145,3232,849255721836076,91935220,215000,-1,-1,BigWorm2
32146,3234,849255780120062,92021000,-1,-1,-1,BigWorm2
32147,3235,849255838404050,92106820,-1,-1,-1,BigWorm2
32148,3237,849255896688040,92192680,-1,-1,-1,BigWorm2
32149,3238,849255954972031,92278580,-1,-1,-1,BigWorm2
32150,3240,849256013256025,92364520,215500,-1,-1,BigWorm2
32151,3241,849256071540021,92450500,-1,-1,-1,Assassin
32152,3243,863897040753571,92536520,-1,-1,-1,Assassin
32153,3244,863897099537822,92622580,-1,-1,-1,Assassin
32154,3246,863897158322076,92708680,-1,-1,-1,Assassin
32155,3247,863897217106332,92794820,216000,-1,-1,Assassin
32156,3249,863897275890590,92881000,-1,-1,-1,Assassin
32157,3250,863897334674850,92967220,-1,-1,-1,Assassin
32158,3252,863897393459112,93053480,-1,-1,-1,Assassin
32159,3253,878739603471783,93139780,-1,-1,-1,Assassin
32160,3255,878739662758869,93226120,216500,-1,-1,Assassin
32161,3256,878739722045956,93312500,-1,-1,-1,Assassin
32162,3258,878739781333046,93398920,-1,-1,-1,Assassin
32163,3259,878739840620138,93485380,-1,-1,-1,Assassin
32164,3261,878739899907232,93571880,-1,-1,-1,Assassin
32165,3262,878739959194327,93658420,217000,-1,-1,Assassin
32166,3264,893785477474168,93745000,-1,-1,-1,Assassin
32167,3265,893785537266659,93831620,-1,-1,-1,Assassin
32168,3267,893785597059153,93918280,-1,-1,-1,Assassin
32169,3268,893785656851648,94004980,-1,-1,-1,Assassin
32170,3270,893785716644145,94091720,217500,-1,-1,Assassin
32171,3271,893785776436645,94178500,-1,-1,-1,Assassin
32172,3273,893785836229146,94265320,-1,-1,-1,Assassin
32173,3274,909036744356263,94352180,-1,-1,-1,Assassin
32174,3276,909036804656736,94439080,-1,-1,-1,Assassin
32175,3277,909036864957212,94526020,218000,-1,-1,Assassin
32176,3279,909036925257689,94613000,-1,-1,-1,Assassin
32177,3280,909036985558169,94700020,-1,-1,-1,Assassin
32178,3282,909037045858650,94787080,-1,-1,-1,Assassin
32179,3283,909037106159134,94874180,-1,-1,-1,Assassin
32180,3285,924495499873744,94961320,218500,-1,-1,Assassin
32181,3286,924495560684780,95048500,-1,-1,-1,Assassin
32182,3288,924495621495818,95135720,-1,-1,-1,Assassin
32183,3289,924495682306858,95222980,-1,-1,-1,Assassin
32184,3291,924495743117900,95310280,-1,-1,-1,Assassin
32185,3292,924495803928944,95397620,219000,-1,-1,Assassin
32186,3294,924495864739991,95485000,-1,-1,-1,Assassin
32187,3295,940163853990360,95572420,-1,-1,-1,Assassin
32188,3297,940163915314544,95659880,-1,-1,-1,Assassin
32189,3298,940163976638730,95747380,-1,-1,-1,Assassin
32190,3300,940164037962918,95834920,219500,-1,-1,Assassin
32191,3301,940164099287108,95922500,-1,-1,-1,Assassin
32192,3303,940164160611300,96010120,-1,-1,-1,Assassin
32193,3304,940164221935494,96097780,-1,-1,-1,Assassin
32194,3306,956043930925987,96185480,-1,-1,-1,Assassin
32195,3307,956043992765909,96273220,220000,-1,-1,Assassin
32196,3309,956044054605832,96361000,-1,-1,-1,Assassin
32197,3310,956044116445757,96448820,-1,-1,-1,Assassin
32198,3312,956044178285684,96536680,-1,-1,-1,Assassin
32199,3313,956044240125613,96624580,-1,-1,-1,Assassin
32200,3315,956044301965544,96712520,220500,-1,-1,Assassin
32201,3316,972137869204600,96800500,-1,-1,-1,Mage Skeleton
32202,3318,972137931562852,96888520,-1,-1,-1,Mage Skeleton
32203,3319,972137993921106,96976580,-1,-1,-1,Mage Skeleton
32204,3321,972138056279362,97064680,-1,-1,-1,Mage Skeleton
32205,3322,972138118637620,97152820,221000,-1,-1,Mage Skeleton
32206,3324,972138180995880,97241000,-1,-1,-1,Mage Skeleton
32207,3325,972138243354142,97329220,-1,-1,-1,Mage Skeleton
32208,3327,988447821702281,97417480,-1,-1,-1,Mage Skeleton
32209,3328,988447884581462,97505780,-1,-1,-1,Mage Skeleton
32210,3330,988447947460645,97594120,221500,-1,-1,Mage Skeleton
32211,3331,988448010339830,97682500,-1,-1,-1,Mage Skeleton
32212,3333,988448073219017,97770920,-1,-1,-1,Mage Skeleton
32213,3334,988448136098206,97859380,-1,-1,-1,Mage Skeleton
32214,3336,988448198977397,97947880,-1,-1,-1,Mage Skeleton
32215,3337,1004975955695210,98036420,222000,-1,-1,Mage Skeleton
32216,3339,1004976019097930,98125000,-1,-1,-1,Mage Skeleton
32217,3340,1004976082500640,98213620,-1,-1,-1,Mage Skeleton
32218,3342,1004976145903360,98302280,-1,-1,-1,Mage Skeleton
32219,3343,1004976209306080,98390980,-1,-1,-1,Mage Skeleton
32220,3345,1004976272708800,98479720,222500,-1,-1,Mage Skeleton
32221,3346,1004976336111520,98568500,-1,-1,-1,Mage Skeleton
32222,3348,1021724452907690,98657320,-1,-1,-1,Mage Skeleton
32223,3349,1021724516836540,98746180,-1,-1,-1,Mage Skeleton
32224,3351,1021724580765390,98835080,-1,-1,-1,Mage Skeleton
32225,3352,1021724644694250,98924020,223000,-1,-1,Mage Skeleton
32226,3354,1021724708623100,99013000,-1,-1,-1,Spider1
32227,3355,1021724772551960,99102020,-1,-1,-1,Spider1
32228,3357,1021724836480820,99191080,-1,-1,-1,Spider1
32229,3358,1038695509560110,99280180,-1,-1,-1,Spider1
32230,3360,1038695574017710,99369320,223500,-1,-1,Spider1
32231,3361,1038695638475310,99458500,-1,-1,-1,Spider1
